sex,age,address,famsize,Pstatus,Medu,Fedu,studytime,failures,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,G1,G2,G3,G3_label
1,21,1,0,0,3,3,1,0,0,1,1,1,1,1,1,2,4,4,5,2,1,14,6,19,9,0
0,15,0,1,0,2,3,2,3,0,0,1,1,1,1,1,1,5,4,2,1,3,29,9,13,5,0
0,20,0,1,0,4,1,1,1,0,0,1,0,1,0,0,5,5,5,3,5,2,25,7,8,5,0
1,21,1,1,0,0,1,1,3,1,1,0,1,1,0,0,5,4,2,4,4,1,18,11,19,7,0
0,20,1,1,0,1,3,3,0,0,0,1,1,1,0,1,1,2,3,5,2,3,14,8,15,11,1
0,17,1,0,1,3,3,1,0,1,0,0,0,1,1,1,5,5,2,5,1,2,25,5,5,6,0
0,21,1,0,1,1,4,3,1,0,1,0,1,1,1,0,4,1,1,3,5,1,19,16,6,8,0
0,19,0,1,0,0,3,4,0,0,1,1,1,1,1,1,5,5,4,4,2,4,9,16,17,16,1
0,15,1,0,0,1,4,1,0,0,1,0,0,0,1,1,1,1,1,5,2,2,27,10,5,6,0
1,16,0,1,0,0,2,1,0,1,1,1,0,1,1,1,3,4,5,5,4,2,23,10,12,10,1
0,18,0,0,1,2,1,3,0,1,0,0,0,1,0,1,4,5,4,2,1,1,19,11,13,11,1
1,15,0,1,1,3,3,4,0,1,0,0,0,1,1,0,2,4,3,2,3,2,10,19,14,16,1
0,15,1,0,0,0,1,2,0,1,1,0,1,1,1,1,1,4,4,1,2,3,25,15,16,14,1
1,17,1,1,1,1,1,4,0,0,1,1,1,0,1,0,2,2,2,3,5,2,9,12,10,10,1
1,19,1,1,1,3,1,3,0,1,1,0,0,1,1,1,3,5,2,4,4,5,28,19,6,14,1
0,18,1,0,0,2,2,4,0,1,0,1,1,1,1,1,2,1,4,5,4,3,22,7,10,9,0
0,21,0,1,1,3,0,3,1,0,1,0,1,1,0,0,1,1,5,5,2,1,4,18,13,14,1
0,21,1,0,1,0,3,3,0,0,0,0,0,0,1,1,1,5,2,1,2,3,8,10,16,11,1
1,21,1,0,0,2,0,2,0,1,1,0,0,1,0,0,3,2,2,5,2,5,19,14,7,9,0
0,20,0,1,1,1,0,1,2,0,1,0,1,1,1,1,1,2,3,3,3,5,18,6,13,6,0
1,20,1,0,1,2,0,3,0,1,1,1,0,1,1,1,3,2,4,1,2,2,12,17,6,10,1
1,16,0,0,0,2,1,3,0,0,0,1,0,1,1,1,3,1,2,3,1,2,17,18,15,16,1
1,18,0,0,1,4,4,2,0,1,0,0,0,1,0,1,1,4,5,1,5,4,16,13,9,11,1
0,21,0,0,1,2,1,3,0,1,0,0,1,1,0,1,5,2,1,5,2,3,26,6,15,9,0
0,20,0,0,0,2,1,1,0,1,1,1,0,1,1,0,3,1,4,1,3,4,5,7,6,7,0
1,16,0,1,0,3,0,2,1,1,0,1,1,0,1,0,1,1,3,2,5,5,9,16,11,11,1
1,19,0,0,0,1,1,1,0,1,0,1,1,1,1,1,5,4,2,4,4,2,1,19,15,14,1
0,16,0,0,1,3,0,1,0,0,1,1,1,1,1,1,3,5,5,5,2,2,23,19,14,15,1
1,20,0,0,0,3,4,2,0,1,1,0,0,1,0,0,5,5,4,4,5,2,5,17,19,16,1
0,17,1,0,1,0,3,3,0,1,0,0,0,1,1,0,4,2,5,5,4,1,27,14,13,15,1
1,17,1,0,0,3,0,1,0,1,0,1,0,1,1,1,4,2,5,4,3,5,27,16,11,11,1
0,21,1,1,1,4,4,1,0,1,0,1,0,1,1,1,5,4,3,2,1,2,20,16,16,14,1
1,17,1,0,0,4,3,1,0,1,0,1,0,1,1,0,3,2,4,4,2,5,12,6,9,6,0
0,21,0,1,0,0,2,1,0,0,1,1,1,1,1,1,1,4,2,1,1,2,17,13,19,14,1
1,21,1,1,0,1,0,2,0,0,1,1,1,1,1,0,2,1,3,4,3,3,6,5,8,6,0
0,20,0,1,0,1,0,2,0,1,1,1,1,1,1,1,1,2,2,5,5,5,1,9,16,10,1
0,17,1,1,1,3,2,4,1,0,0,0,0,1,1,0,2,1,1,3,5,4,28,5,8,5,0
1,21,1,0,0,3,2,4,0,1,0,0,1,1,1,0,2,3,5,4,3,1,13,9,19,13,1
1,18,1,1,0,3,0,1,0,0,1,0,1,1,0,1,3,4,1,4,3,4,4,12,14,13,1
0,19,0,1,1,1,2,3,0,0,1,1,0,0,1,0,5,3,5,4,2,5,17,12,12,11,1
1,16,1,0,0,2,1,1,1,1,0,1,0,0,1,1,1,2,3,5,4,2,10,15,14,13,1
0,16,0,0,1,4,3,3,0,0,0,1,1,1,1,1,5,1,2,4,1,5,9,12,17,13,1
1,20,0,0,0,2,3,1,0,0,1,0,1,1,1,1,4,2,2,5,1,1,10,6,14,10,1
0,17,1,1,0,2,3,4,1,1,1,1,0,1,1,1,3,3,3,5,5,5,26,12,18,13,1
0,17,1,0,0,1,1,4,2,1,1,1,0,0,1,0,3,2,4,3,5,2,1,16,14,11,1
0,21,1,0,1,2,2,3,0,0,0,0,0,1,1,1,4,5,1,1,2,4,14,9,14,10,1
0,15,0,1,0,0,4,1,0,0,0,1,0,1,0,1,1,3,1,5,3,3,6,19,14,14,1
0,21,1,0,0,3,2,3,1,0,0,0,1,1,1,1,4,2,2,2,1,4,8,5,5,3,0
0,19,0,0,0,0,0,4,3,1,0,0,1,0,1,1,1,1,2,4,2,2,4,11,9,5,0
1,18,0,0,1,4,3,1,2,0,0,1,0,1,1,0,2,2,2,2,5,2,6,17,18,13,1
1,16,1,0,1,3,2,1,0,0,0,0,1,1,1,1,3,1,3,4,5,1,19,10,6,9,0
1,21,1,1,0,2,4,3,0,0,1,1,1,1,1,0,1,5,4,3,1,5,1,9,17,12,1
0,15,0,0,1,4,0,2,0,1,1,0,0,1,0,0,5,2,1,5,5,5,2,5,15,7,0
0,15,0,0,0,3,1,3,1,1,0,1,1,1,1,0,5,5,5,1,5,4,1,18,13,17,1
0,21,0,1,0,2,1,4,0,1,1,0,1,1,1,1,3,3,3,5,4,3,20,18,11,13,1
0,20,1,0,0,0,4,4,0,1,0,1,1,1,1,1,4,1,1,4,3,3,21,5,14,10,1
1,16,0,1,0,3,0,4,1,0,1,0,0,1,1,1,4,3,4,1,5,1,22,10,12,7,0
1,20,1,0,0,2,3,4,0,1,0,0,0,1,1,1,1,1,3,5,4,2,18,14,10,12,1
0,18,0,1,0,0,2,4,2,0,1,0,1,1,1,0,4,5,1,1,2,1,3,16,13,10,1
1,15,0,1,0,4,0,2,0,0,1,1,0,1,1,0,3,4,3,4,5,5,23,11,10,7,0
1,15,1,1,1,4,1,1,0,0,0,1,0,1,1,1,1,2,1,3,2,2,19,14,11,11,1
0,19,0,1,1,4,4,3,0,0,0,0,0,1,1,1,2,5,1,3,5,1,6,14,11,12,1
1,18,1,0,1,4,4,3,1,1,1,1,1,1,0,1,4,1,4,5,1,4,27,5,13,6,0
0,15,1,1,1,1,2,4,0,1,1,0,1,1,1,1,4,1,5,2,4,5,21,13,15,13,1
1,18,0,0,1,3,4,3,0,1,0,1,0,1,0,1,1,1,4,4,4,3,6,19,12,14,1
0,16,1,1,1,3,4,4,3,1,1,0,1,0,0,1,5,1,1,5,1,1,16,8,17,7,0
0,17,1,1,1,1,0,2,0,1,0,1,1,1,1,1,4,2,3,5,3,5,18,9,5,7,0
0,15,0,1,0,2,3,2,0,0,0,0,1,1,1,0,3,3,4,3,4,5,21,6,8,6,0
0,19,1,0,0,2,2,1,0,1,1,0,1,1,1,0,4,4,5,1,2,3,15,18,11,13,1
1,16,1,1,0,4,0,2,0,1,0,0,1,1,1,0,2,2,1,4,4,3,2,16,15,13,1
0,21,1,0,0,0,3,2,0,1,1,0,0,0,1,0,4,1,4,1,3,3,14,14,12,12,1
0,18,0,0,1,2,0,1,0,1,1,1,1,0,0,1,5,2,4,4,2,1,13,17,11,12,1
0,21,1,0,1,0,0,3,0,0,0,0,1,1,0,1,4,5,4,2,2,3,14,12,16,12,1
1,20,0,0,0,3,4,4,0,0,1,1,1,1,1,1,1,1,4,3,1,4,13,18,7,13,1
0,16,0,0,0,0,3,4,0,0,0,1,0,1,1,1,4,4,3,2,5,5,6,6,19,12,1
1,21,1,0,1,3,2,3,0,0,0,0,0,1,1,1,5,1,5,5,1,3,24,7,8,6,0
0,15,1,0,0,1,2,1,0,0,0,1,0,1,0,0,1,4,5,3,5,5,2,19,16,17,1
1,18,1,0,0,1,3,3,0,1,1,1,1,1,1,1,3,4,1,5,1,2,29,16,11,12,1
1,17,0,0,0,4,4,2,0,0,0,1,0,1,1,0,1,3,2,2,5,2,16,19,12,13,1
0,16,1,1,0,2,1,1,0,0,1,0,0,1,1,1,2,3,3,4,4,3,9,13,11,11,1
1,15,1,1,1,4,0,1,0,0,0,1,0,0,1,0,1,2,1,5,2,5,14,6,10,9,0
0,19,1,1,0,3,4,1,1,1,0,1,0,1,0,1,3,2,1,1,5,2,28,18,13,12,1
0,20,1,1,0,4,3,4,0,1,0,0,1,0,1,0,4,4,4,4,4,3,5,10,13,11,1
0,18,1,1,1,0,0,3,2,0,1,0,0,1,1,1,1,1,2,4,3,5,27,16,15,10,1
1,16,0,0,1,3,2,1,3,1,1,1,0,1,0,1,1,5,2,2,1,3,16,8,17,5,0
1,16,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,5,3,2,3,5,16,11,11,11,1
0,17,1,0,1,2,2,1,0,0,0,1,1,1,1,1,1,1,2,3,4,2,13,18,12,14,1
0,17,1,0,0,3,3,3,0,1,1,1,0,1,1,0,3,1,1,3,3,3,23,18,10,15,1
1,19,1,0,0,3,0,4,1,1,1,1,1,1,1,1,5,3,2,1,3,2,24,10,5,7,0
0,20,1,0,1,0,3,2,0,1,1,0,0,0,1,0,5,5,2,4,4,3,17,14,5,7,0
0,19,0,0,0,2,0,4,0,0,0,1,1,1,1,1,1,4,5,1,2,1,24,18,10,13,1
0,15,1,1,0,1,4,1,0,0,1,0,1,1,1,0,3,2,1,1,5,2,4,13,6,9,0
1,15,0,1,0,3,1,4,1,0,0,0,0,0,1,1,3,3,2,2,1,2,28,18,18,14,1
1,19,0,1,0,3,4,4,1,1,1,1,1,1,0,1,1,5,2,1,5,4,7,13,12,9,0
1,20,1,1,1,0,4,2,0,0,0,0,0,1,0,0,2,1,4,1,1,2,6,14,5,11,1
0,19,0,0,1,4,3,3,0,1,0,0,1,1,1,1,1,5,2,5,5,5,22,8,17,11,1
0,20,0,0,0,1,1,3,0,1,0,0,0,0,1,1,2,4,2,3,3,3,3,5,6,6,0
0,20,0,0,1,2,0,4,0,1,1,0,1,0,1,0,1,3,5,3,2,1,17,6,12,8,0
1,21,0,1,0,3,0,4,2,0,1,0,1,0,1,1,2,1,1,4,3,5,4,12,16,9,0
0,18,1,0,0,3,2,3,0,0,1,1,1,1,0,0,2,4,3,3,2,5,15,18,10,12,1
0,20,1,0,0,1,0,3,0,0,0,0,1,0,1,1,1,2,1,4,4,5,13,14,16,14,1
0,17,0,0,0,4,3,2,0,0,0,1,1,1,1,0,2,3,4,5,1,5,26,12,14,13,1
0,20,1,1,0,3,4,1,2,1,1,1,0,1,1,0,4,4,1,3,1,1,26,18,6,8,0
1,20,1,0,1,1,4,4,1,0,0,1,1,1,1,0,5,4,2,5,4,4,18,19,6,11,1
1,20,1,1,0,0,4,3,0,1,0,1,0,1,1,0,3,1,4,3,5,2,13,6,15,8,0
0,21,1,1,1,4,1,4,1,0,0,1,0,0,1,1,2,2,1,3,4,5,8,8,18,10,1
1,21,1,1,1,2,0,4,0,0,1,1,0,0,0,1,2,4,4,5,4,2,5,5,11,8,0
1,15,0,1,0,3,3,3,0,0,0,0,1,1,0,0,3,3,3,1,2,2,16,11,9,10,1
0,21,1,0,0,1,1,2,0,1,1,0,0,1,1,1,2,4,1,1,4,5,18,8,9,8,0
0,17,1,1,0,0,2,4,0,1,1,0,1,1,1,1,3,5,2,1,1,4,11,15,12,11,1
1,17,1,1,0,2,3,2,0,1,1,1,0,0,0,1,1,3,4,1,3,2,3,18,16,15,1
0,21,1,0,0,1,3,3,2,1,1,0,0,1,1,0,4,3,5,3,2,3,15,12,16,9,0
1,19,0,0,1,1,3,1,0,1,1,0,0,1,1,1,4,4,4,2,2,2,24,13,11,10,1
0,18,0,1,0,2,4,1,0,0,0,0,0,1,1,1,5,1,5,5,5,5,10,16,16,14,1
1,21,0,0,0,0,3,4,0,1,1,1,0,1,0,0,2,3,2,2,3,1,21,13,18,15,1
0,20,0,1,1,0,0,3,0,1,1,0,1,1,1,1,5,5,3,2,2,2,3,7,13,9,0
1,16,1,1,1,4,3,2,2,1,1,1,0,0,1,0,1,1,5,4,4,4,16,9,8,6,0
1,18,0,1,0,3,4,4,0,1,0,0,0,1,0,0,4,1,3,1,2,3,7,10,14,11,1
1,18,1,1,1,2,3,3,0,0,0,1,1,1,0,0,1,1,4,3,2,3,13,10,8,7,0
0,17,1,0,0,2,2,3,1,1,0,1,1,1,0,1,1,3,2,1,2,1,26,14,6,10,1
1,18,1,1,1,2,2,2,0,0,0,1,1,1,1,1,2,1,5,1,5,1,1,12,7,9,0
1,21,1,0,1,0,4,4,0,0,1,0,0,0,1,0,1,4,4,2,2,2,10,10,5,7,0
0,20,1,0,0,3,0,3,0,0,1,0,0,1,1,0,4,1,1,4,2,5,10,10,5,8,0
0,20,0,0,1,4,0,3,0,1,0,1,0,1,0,0,5,5,4,1,5,4,23,8,11,10,1
1,15,0,0,1,1,1,3,3,0,0,0,0,1,1,0,4,2,3,5,3,3,21,11,18,9,0
1,20,0,1,1,1,4,2,1,1,0,1,0,1,1,0,2,5,2,5,1,1,23,18,18,14,1
0,20,0,0,1,2,3,4,0,1,0,1,0,1,0,0,4,3,2,1,5,4,5,18,9,13,1
0,17,1,1,1,3,4,4,1,1,1,0,1,1,1,1,3,1,4,2,5,5,20,12,7,8,0
0,20,0,0,1,0,1,4,0,1,0,0,1,1,1,0,5,1,1,2,2,3,20,7,11,9,0
0,15,1,0,0,3,4,4,0,1,0,0,0,1,1,0,3,4,3,3,2,3,13,11,18,15,1
0,16,0,1,0,3,4,1,0,0,0,1,0,1,1,0,3,1,4,4,1,5,29,7,6,5,0
1,21,1,1,1,0,1,1,0,0,0,1,0,1,1,1,2,5,4,2,2,3,9,12,7,8,0
0,17,1,1,0,2,0,4,0,1,0,0,0,1,1,1,1,3,2,3,4,5,25,5,5,8,0
1,16,0,0,0,3,3,2,0,0,0,1,0,1,1,1,3,2,3,5,2,3,26,5,12,8,0
1,17,1,0,0,1,1,1,2,1,0,0,1,0,1,1,4,1,1,5,2,2,7,18,6,9,0
1,19,1,1,1,0,2,3,0,0,1,1,1,0,1,0,1,2,2,5,4,5,6,10,19,14,1
0,18,0,1,0,4,0,1,0,0,1,0,0,1,1,1,4,1,4,1,1,4,7,14,11,11,1
